ID,Address,URL
100636,"3108 S Calle Madrid, Green Valley AZ 85622",https://www.zillow.com/homedetails/3108-S-Calle-Madrid-Green-Valley-AZ-85622/8656861_zpid/
100773,"12286 W Exposition Dr, Lakewood CO 80228",https://www.zillow.com/homedetails/12286-W-Exposition-Dr-Lakewood-CO-80228/13776759_zpid/
101322,"3755 Tutt Blvd, Unit 332, Colorado Springs CO 80922",https://www.zillow.com/homedetails/3755-Tutt-Blvd-Q1EAF25BX-Colorado-Springs-CO-80922/2080244104_zpid/
100071,"206 N 4th St, Victor CO 80860",https://www.zillow.com/homedetails/206-N-4th-St-Victor-CO-80860/62718822_zpid/
100067,"Po Box 668, Florissant CO 80816",
100694,"13281 Antelope Pasture Pt, Kiowa CO 80117",https://www.zillow.com/homedetails/13281-Antelope-Pasture-Point-Kiowa-CO-80117/338231757_zpid/
101482,"1376 N Platteville Blvd, Pueblo CO 81007",https://www.zillow.com/homedetails/1376-N-Platteville-Blvd-Pueblo-West-CO-81007/109697298_zpid/
100769,"69 N Ponderosa Way, Evergreen CO 80439",https://www.zillow.com/homedetails/69-Ponderosa-Way-Evergreen-CO-80439/13268863_zpid/
100790,"16504 W 62nd Ln, Arvada CO 80403",https://www.zillow.com/homedetails/16504-W-62nd-Ln-Arvada-CO-80403/13707622_zpid/
101247,"30580 Aldred Rd, Pueblo CO 81006",https://www.zillow.com/homedetails/30580-Aldred-Rd-Pueblo-CO-81006/14049457_zpid/
101093,"159 El Lobo Ln, Fairplay CO 80440",https://www.zillow.com/homedetails/159-El-Lobo-Ln-Fairplay-CO-80440/225396168_zpid/
100378,"10769 Roseanna Dr, Northglenn CO 80234",https://www.zillow.com/homedetails/10769-Roseanna-Dr-Northglenn-CO-80234/12967951_zpid/
100991,"1433 Terra Rosa Ave, Longmont CO 80501",https://www.zillow.com/homedetails/1433-Terra-Rosa-Ave-Longmont-CO-80501/109687029_zpid/
101416,"353 Poe Pl, Colorado Springs CO 80910",https://www.zillow.com/homedetails/353-Poe-Pl-Colorado-Springs-CO-80910/13613981_zpid/
96002,"2976 S Magnolia Way, Denver CO 80224",https://www.zillow.com/homedetails/2976-S-Magnolia-Way-Denver-CO-80224/13415797_zpid/
101417,"2275 Piros Dr, Colorado Springs CO 80915",https://www.zillow.com/homedetails/2275-Piros-Dr-Colorado-Springs-CO-80915/13542579_zpid/
101047,"1455 Brush Oak Dr, Colorado Springs CO 80906",https://www.zillow.com/homedetails/1455-Brush-Oak-Dr-Colorado-Springs-CO-80906/13636870_zpid/
100990,"Po Box 158, Louisville CO 80027",
100586,"405 Milwaukee St, Denver CO 80206",https://www.zillow.com/homedetails/405-Milwaukee-St-Denver-CO-80206/13348663_zpid/
100050,"1451 Territory Trl, Colorado Springs CO 80919",https://www.zillow.com/homedetails/1451-Territory-Trl-Colorado-Springs-CO-80919/13656034_zpid/
100683,"102 Pack Saddle Pass, Abilene TX 79602",https://www.zillow.com/homedetails/102-Pack-Saddle-Pass-Abilene-TX-79602/62562272_zpid/
100791,"3570 Miller St, Wheat Ridge CO 80033",https://www.zillow.com/homedetails/3570-Miller-St-Wheat-Ridge-CO-80033/13740425_zpid/
100787,"31424 S Bermuda Dunes Dr, Evergreen CO 80439",https://www.zillow.com/homedetails/31424-S-Bermuda-Dunes-Dr-Evergreen-CO-80439/13756615_zpid/
100768,"8415 Meadowlark Dr, Lakewood CO 80226",https://www.zillow.com/homedetails/8415-Meadowlark-Dr-Lakewood-CO-80226/13766926_zpid/
100046,"2509 Royalty Ct, Colorado Springs CO 80904",https://www.zillow.com/homedetails/2509-Royalty-Ct-Colorado-Springs-CO-80904/13661172_zpid/
100524,"1687 S Kingston St, Aurora CO 80012",https://www.zillow.com/homedetails/1687-S-Kingston-St-Aurora-CO-80012/13047906_zpid/
100031,"3755 Tennyson St, Unit 212, Denver CO 80212",https://www.zillow.com/homedetails/3755-N-Tennyson-St-F320A52C6-Denver-CO-80212/449092852_zpid/
100070,"5751 S State Highway 67, Sedalia CO 80135",https://www.zillow.com/homedetails/13759-S-State-Highway-67-Sedalia-CO-80135/82026635_zpid/
100772,"1610 S Arbutus Pl, Lakewood CO 80228",https://www.zillow.com/homedetails/1610-S-Arbutus-Pl-Lakewood-CO-80228/13778146_zpid/
101319,"2612 Tall Meadow Ct, Bedford TX 76021",https://www.zillow.com/homedetails/2612-Tall-Meadow-Ct-Bedford-TX-76021/29250105_zpid/
101312,"33 Frontier Ln, Nederland CO 80466",https://www.zillow.com/homedetails/33-Frontier-Ln-Nederland-CO-80466/13193056_zpid/
101187,"46 Danielle Cir, Durango CO 81301",https://www.zillow.com/homedetails/46-Danielle-Cir-Durango-CO-81301/50943887_zpid/
100846,"4385 S Balsam St, Unit 3-104, Denver CO 80123",https://www.zillow.com/homedetails/4385-S-Balsam-St-UNIT-3-104-Denver-CO-80123/58687397_zpid/
100057,"624 Zuni Cir, Fort Collins CO 80526",https://www.zillow.com/homedetails/624-Zuni-Cir-Fort-Collins-CO-80526/13917294_zpid/
100112,"1624 Garwood Dr, Pueblo CO 81005",https://www.zillow.com/homedetails/1624-Garwood-Dr-Pueblo-CO-81005/14036155_zpid/
100186,"28591 Hillside Rd, Pueblo CO 81006",https://www.zillow.com/homedetails/28591-Hillside-Rd-Pueblo-CO-81006/14026404_zpid/
101056,"639 Manitou Blvd, Colorado Springs CO 80904",https://www.zillow.com/homedetails/639-Manitou-Blvd-Colorado-Springs-CO-80904/13667059_zpid/
100581,"7505 W Yale Ave, Unit 2204, Denver CO 80227",https://www.zillow.com/homedetails/7505-W-Yale-Ave-UNIT-2204-Denver-CO-80227/13323063_zpid/
100578,"2575 S Logan St, Denver CO 80210",https://www.zillow.com/homedetails/2575-S-Logan-St-Denver-CO-80210/13379306_zpid/
97634,"397 Kennedy Blvd, Bayonne NJ 07002",https://www.zillow.com/homedetails/397-Kennedy-Blvd-Bayonne-NJ-07002/38874920_zpid/
101060,"134 Cobblestone Dr, Colorado Springs CO 80906",https://www.zillow.com/homedetails/134-Cobblestone-Dr-Colorado-Springs-CO-80906/13637123_zpid/
100763,"16506 Meredith Ave, Omaha NE 68116",https://www.zillow.com/homedetails/16506-Meredith-Ave-Omaha-NE-68116/118806276_zpid/
100519,"4717 Woodland Ave, Unit 3, West Des Moines IA 50266",https://www.zillow.com/homedetails/4717-Woodland-Ave-UNIT-3-West-Des-Moines-IA-50266/84089975_zpid/
100775,"3680 Brave Dr, Lake Havasu City AZ 86406",https://www.zillow.com/homedetails/3680-Brave-Dr-Lake-Havasu-City-AZ-86406/8337760_zpid/
100372,"10230 Mckay Rd, Henderson CO 80640",https://www.zillow.com/homedetails/10230-McKay-Rd-Henderson-CO-80640/13005236_zpid/
100923,"81 Massari Rd, Pueblo CO 81001",https://www.zillow.com/homedetails/81-Massari-Rd-Pueblo-CO-81001/14004045_zpid/
99978,"2531 Prescott Cir W, Colorado Springs CO 80916",https://www.zillow.com/homedetails/2531-Prescott-Cir-W-Colorado-Springs-CO-80916/13630845_zpid/
100132,"1244 Bowwood Dr, Unit L, Loveland CO 80538",https://www.zillow.com/homedetails/1244-Bowwood-Dr-Loveland-CO-80538/13879306_zpid/
100124,"181 Clermont Ave, Unit 304, Brooklyn NY 11205",https://www.zillow.com/homedetails/181-Clermont-Ave-APT-304-Brooklyn-NY-11205/94715940_zpid/
100574,"8742 E Amherst Dr, Unit A, Denver CO 80231",https://www.zillow.com/homedetails/8742-E-Amherst-Dr-APT-A-Denver-CO-80231/13420824_zpid/
100348,"5085 W 136th Ave, Unit 205, Broomfield CO 80023",https://www.zillow.com/homedetails/5085-W-136th-Ave-776F18CCB-Broomfield-CO-80023/449111395_zpid/
100349,"6640 Quitman Ct, Arvada CO 80003",https://www.zillow.com/homedetails/6640-Quitman-Ct-Arvada-CO-80003/13025340_zpid/
100518,"2474 Jefferson St, Laramie WY 82070",https://www.zillow.com/homedetails/2474-Jefferson-St-Laramie-WY-82070/102745382_zpid/
100627,"9288 Buttonhill Ct, Highlands Ranch CO 80130",https://www.zillow.com/homedetails/9288-Buttonhill-Ct-Highlands-Ranch-CO-80130/13456434_zpid/
97398,"4855 S Niagara St, Unit 304, Denver CO 80237",https://www.zillow.com/homedetails/4855-S-Niagara-St-Denver-CO-80237/247393720_zpid/
100579,"6431 Royal Hunt Dr, Unit 104, Tampa FL 33625",
101104,"159 El Lobo Ln, Fairplay CO 80440",https://www.zillow.com/homedetails/159-El-Lobo-Ln-Fairplay-CO-80440/225396168_zpid/
100650,"6573 Tillamook Dr, Colorado Springs CO 80925",https://www.zillow.com/homedetails/6573-Tillamook-Dr-Colorado-Springs-CO-80925/338033322_zpid/
99975,"19730 Capella Dr, Monument CO 80132",https://www.zillow.com/homedetails/19730-Capella-Dr-Monument-CO-80132/13645368_zpid/
101082,"159 El Lobo Ln, Fairplay CO 80440",https://www.zillow.com/homedetails/159-El-Lobo-Ln-Fairplay-CO-80440/225396168_zpid/
100369,"Po Box 269, Canon City CO 81215",
101054,"Po Box 10521, Colorado Springs CO 80932",
101111,"369 E Joe Martinez Blvd, Pueblo West CO 81007",https://www.zillow.com/homedetails/369-E-Joe-Martinez-Blvd-Pueblo-West-CO-81007/14022536_zpid/
101453,"Po Box 388, Loveland CO 80539",
100686,"3120 Camels Ridge Ln, Colorado Springs CO 80904",https://www.zillow.com/homedetails/3120-Camels-Ridge-Ln-Colorado-Springs-CO-80904/13658891_zpid/
97944,"1341 Lansing St, Aurora CO 80010",https://www.zillow.com/homedetails/1341-Lansing-St-Aurora-CO-80010/13034111_zpid/
101185,"3621 N County Road 27, Loveland CO 80538",https://www.zillow.com/homedetails/3621-N-County-Road-27-Loveland-CO-80538/13846812_zpid/
99223,"4505 S Yosemite St, Unit 410, Denver CO 80237",https://www.zillow.com/homedetails/4505-S-Yosemite-St-UNIT-410-Denver-CO-80237/13426351_zpid/
100014,"2961 Lorraine Ct, Boulder CO 80304",https://www.zillow.com/homedetails/2961-Lorraine-Ct-Boulder-CO-80304/13178894_zpid/
100043,"1626 Wynkoop Dr, Colorado Springs CO 80909",https://www.zillow.com/homedetails/1626-Wynkoop-Dr-Colorado-Springs-CO-80909/13602134_zpid/
100521,"3455 S Corona St, Unit 713, Englewood CO 80113",https://www.zillow.com/homedetails/3455-S-Corona-St-Englewood-CO-80113/295020211_zpid/
101330,"1660 N Ellicott Hwy, Calhan CO 80808",https://www.zillow.com/homedetails/N-Ellicott-Hwy-Calhan-CO-80808/13530836_zpid/
100825,"1116 Maclean Ct, Dacono CO 80514",https://www.zillow.com/homedetails/1116-Mac-Lean-Ct-Dacono-CO-80514/63548280_zpid/
100576,"844 S Vine St, Denver CO 80209",https://www.zillow.com/homedetails/844-S-Vine-St-Denver-CO-80209/13354769_zpid/
100649,"841 Huntington Dr, Highlands Ranch CO 80126",https://www.zillow.com/homedetails/841-Huntington-Dr-Highlands-Ranch-CO-80126/13447188_zpid/
101408,"1030 Cedar St, Broomfield CO 80020",https://www.zillow.com/homedetails/1030-Cedar-St-Broomfield-CO-80020/60234935_zpid/
100560,"3091 Mill Vista Rd, Unit 1102, Highlands Ranch CO 80129",
98900,"6800 Leetsdale Dr, Unit 307, Denver CO 80224",https://www.zillow.com/homedetails/6800-Leetsdale-Dr-Denver-CO-80224/130320849_zpid/
101189,"3207 Greenwood Ct, Fort Collins CO 80525",https://www.zillow.com/homedetails/3207-Greenwood-Ct-Fort-Collins-CO-80525/13870504_zpid/
100848,"4472 S Cole St, Morrison CO 80465",https://www.zillow.com/homedetails/4472-S-Cole-St-Morrison-CO-80465/13807976_zpid/
97637,"424 Walnut St, Unit B, Springfield MA 01105",
100367,"Po Box 110683, Aurora CO 80042",
100633,"1314 Marquette Ave, Unit 2305, Minneapolis MN 55403",https://www.zillow.com/homedetails/1314-Marquette-Ave-1441532-Minneapolis-MN-55403/2105544001_zpid/
100189,"6978 Silvergrass Dr, Colorado Springs CO 80927",https://www.zillow.com/homedetails/6978-Silvergrass-Dr-Colorado-Springs-CO-80927/402789157_zpid/
100561,"8335 Fairmount Dr, Unit 10-104, Denver CO 80247",https://www.zillow.com/homedetails/8335-Fairmount-Dr-UNIT-10-104-Denver-CO-80247/13401661_zpid/
100131,"3580 Stanford Rd, Unit 202, Fort Collins CO 80525",https://www.zillow.com/homedetails/3400-Stanford-Rd-UNIT-A112-Fort-Collins-CO-80525/13915880_zpid/
100465,"410 W 6th St, Unit 1, Cortez CO 81321",https://www.zillow.com/homedetails/410-W-6th-St-APT-1-Cortez-CO-81321/229257921_zpid/
100042,"3505 Brushwood Ln, Colorado Springs CO 80918",https://www.zillow.com/homedetails/3505-Brushwood-Ln-Colorado-Springs-CO-80918/13577210_zpid/
100687,"4870 Whimsical Dr, Colorado Springs CO 80917",https://www.zillow.com/homedetails/4870-Whimsical-Dr-Colorado-Springs-CO-80917/13596862_zpid/
101452,"2201 S Lemay Ave, Unit 103, Fort Collins CO 80525",https://www.zillow.com/homedetails/2201-S-Lemay-Ave-Fort-Collins-CO-80525/339881133_zpid/
99977,"219 E Dale St, Unit 2, Colorado Springs CO 80903",https://www.zillow.com/homedetails/428-E-Dale-St-UNIT-2-Colorado-Springs-CO-80903/2080519184_zpid/
100582,"250 S Cherry St, Denver CO 80246",https://www.zillow.com/homedetails/250-S-Cherry-St-Denver-CO-80246/13395798_zpid/
100652,"395 W Burgundy St, Unit 1815, Highlands Ranch CO 80129",https://www.zillow.com/homedetails/665-W-Burgundy-St-UNIT-A-Highlands-Ranch-CO-80129/67455161_zpid/
100347,"Po Box 352, Fort Garland CO 81133",
100486,"14055 E Quincy Ave, Aurora CO 80015",https://www.zillow.com/homedetails/14055-E-Quincy-Ave-Aurora-CO-80015/124748890_zpid/
99985,"Po Box 4423, Vail CO 81658",https://www.zillow.com/homedetails/1700-Po-Box-Vail-CO-81658/2141895583_zpid/
101336,"431 10th St, Greeley CO 80631",https://www.zillow.com/homedetails/431-10th-St-Greeley-CO-80631/14071140_zpid/
101048,"215 Hidden Creek Dr, Colorado Springs CO 80906",https://www.zillow.com/homedetails/215-Hidden-Creek-Dr-Colorado-Springs-CO-80906/13673007_zpid/
100065,"1644 Kiowa Rd, Florissant CO 80816",https://www.zillow.com/homedetails/1644-Kiowa-Rd-Florissant-CO-80816/62711752_zpid/
100989,"3560 Cloverleaf Dr, Boulder CO 80304",https://www.zillow.com/homedetails/3560-Cloverleaf-Dr-Boulder-CO-80304/13177863_zpid/
101320,"4318 Driftwood Dr, Colorado Springs CO 80918",https://www.zillow.com/homedetails/4318-Driftwood-Dr-Colorado-Springs-CO-80918/13588474_zpid/
99989,"253 W 72nd St, Unit B, New York NY 10023",https://www.zillow.com/homedetails/253-W-72nd-St-APT-1011-New-York-NY-10023/2112457535_zpid/
100086,"111 N Emerson St, Unit 862, Denver CO 80218",https://www.zillow.com/homedetails/111-N-Emerson-St-F320A52C6-Denver-CO-80218/449093760_zpid/
100643,"5500 E Peakview Ave, Unit 2331, Centennial CO 80121",https://www.zillow.com/homedetails/5500-E-Peakview-Ave-Centennial-CO-80121/122253299_zpid/
101052,"265 Hidden Valley Rd, Colorado Springs CO 80919",https://www.zillow.com/homedetails/265-Hidden-Valley-Rd-Colorado-Springs-CO-80919/64651394_zpid/
100356,"712 Fulton Ave, Brighton CO 80601",https://www.zillow.com/homedetails/712-Fulton-Ave-Brighton-CO-80601/12941661_zpid/
101269,"80 Golfcourse Dr, Frisco CO 80443",https://www.zillow.com/homedetails/80-Golf-Course-Dr-Frisco-CO-80443/194085077_zpid/
101005,"6700 150th Ave N, Unit 134, Clearwater FL 33764",https://www.zillow.com/homedetails/6700-150th-Ave-N-LOT-127-Clearwater-FL-33764/446234736_zpid/
99970,"2368 Research Pkwy, Unit 315, Colorado Springs CO 80920",https://www.zillow.com/homedetails/2368-Research-Pkwy-F320A52C6-Colorado-Springs-CO-80920/449106913_zpid/
100815,"316 Princeton St, Brush CO 80723",https://www.zillow.com/homedetails/316-Princeton-St-Brush-CO-80723/194088214_zpid/
100053,"850 W Moorhead Cir, Unit 2E, Boulder CO 80305",https://www.zillow.com/homedetails/850-W-Moorhead-Cir-APT-2E-Boulder-CO-80305/61637744_zpid/
100792,"15280 W 48th Ave, Golden CO 80403",https://www.zillow.com/homedetails/15280-W-48th-Ave-Golden-CO-80403/13709251_zpid/
101183,"727 Bennett Ave, Glenwood Springs CO 81601",https://www.zillow.com/homedetails/727-Bennett-Ave-Glenwood-Springs-CO-81601/62914748_zpid/
101480,"1025 Oxford Ln, Unit 115J, Fort Collins CO 80525",https://www.zillow.com/homedetails/1025-Oxford-Ln-28C-Fort-Collins-CO-80525/343498029_zpid/
100784,"11001 W 15th Pl, Unit 16, Lakewood CO 80215",
101068,"9135 W 107th Pl, Westminster CO 80021",https://www.zillow.com/homedetails/9135-W-107th-Pl-Westminster-CO-80021/63365857_zpid/
100044,"Po Box 38604, Colorado Springs CO 80937",
101481,"6978 Silvergrass Dr, Colorado Springs CO 80927",https://www.zillow.com/homedetails/6978-Silvergrass-Dr-Colorado-Springs-CO-80927/402789157_zpid/
100013,"40428 Boulder Canyon Dr, Boulder CO 80302",https://www.zillow.com/homedetails/40428-Boulder-Canyon-Dr-Boulder-CO-80302/13196487_zpid/
100910,"512 Chadwick Dr, Saint Augustine FL 32086",https://www.zillow.com/homedetails/512-Chadwick-Dr-Saint-Augustine-FL-32086/66755604_zpid/
97943,"1341 Lansing St, Aurora CO 80010",https://www.zillow.com/homedetails/1341-Lansing-St-Aurora-CO-80010/13034111_zpid/
100906,"2428 Garmisch Dr, Unit 7, Vail CO 81657",https://www.zillow.com/homedetails/2428-Garmisch-Dr-APT-3-Vail-CO-81657/13505855_zpid/
101454,"373 W Baldwyn Dr, Pueblo CO 81007",https://www.zillow.com/homedetails/373-W-Baldwyn-Dr-Pueblo-West-CO-81007/14023267_zpid/
99971,"Po Box 63540, Colorado Springs CO 80962",
100183,"1346 N Scandia Dr, Pueblo West CO 81007",https://www.zillow.com/homedetails/1346-N-Scandia-Dr-Pueblo-West-CO-81007/14049962_zpid/
101053,"Po Box 774, West Warwick RI 02893",
100357,"1840 W 135th Ave, Westminster CO 80234",https://www.zillow.com/homedetails/1840-W-135th-Ave-Westminster-CO-80234/12956157_zpid/
100992,"13510 SE 272nd St, Unit 158, Kent WA 98042",https://www.zillow.com/homedetails/13510-SE-272nd-St-Kent-WA-98042/2068183161_zpid/
100048,"6918 Oasis Butte Dr, Colorado Springs CO 80923",https://www.zillow.com/homedetails/6918-Oasis-Butte-Dr-Colorado-Springs-CO-80923/64570231_zpid/
100766,"484 S Wright St, Unit 109, Lakewood CO 80228",https://www.zillow.com/homedetails/484-S-Wright-St-Lakewood-CO-80228/108381195_zpid/
101248,"8 Royal Dane Dr, Unit 72, Marshfield MA 02050",https://www.zillow.com/homedetails/8-Royal-Dane-Dr-APT-72-Marshfield-MA-02050/56643925_zpid/
100818,"10 W 22nd St, La Junta CO 81050",https://www.zillow.com/homedetails/10-W-22nd-St-La-Junta-CO-81050/113275476_zpid/
100662,"3767 Broadview Pl, Castle Rock CO 80109",https://www.zillow.com/homedetails/3767-Broadview-Pl-Castle-Rock-CO-80109/52460350_zpid/
101321,"1401 Martin Dr, Colorado Springs CO 80915",https://www.zillow.com/homedetails/1401-Martin-Dr-Colorado-Springs-CO-80915/13612141_zpid/
100619,"550 E Fremont Pl, Centennial CO 80122",https://www.zillow.com/homedetails/550-E-Fremont-Pl-Centennial-CO-80122/247460579_zpid/
101008,"Po Box 951, Lake City CO 81235",
99992,"Po Box 663, Holly CO 81047",
101458,"984 S Silt Dr, Pueblo CO 81007",https://www.zillow.com/homedetails/984-S-Silt-Dr-Pueblo-West-CO-81007/14024607_zpid/
101049,"Po Box 41, Cascade CO 80809",
101419,"37 Watson Blvd, Colorado Springs CO 80911",https://www.zillow.com/homedetails/37-Watson-Blvd-Colorado-Springs-CO-80911/13642935_zpid/
97076,"1665 S Madison St, Denver CO 80210",https://www.zillow.com/homedetails/1665-S-Madison-St-Denver-CO-80210/13373587_zpid/